publishdate,content_id,title_en,difficulty,mealtype,diettype,cuisine,cooking_method,steps,ingredients,#ingredients,steps_length
2014-12-19,R24,Classic apple strudel,hard,dessert,vegetarian,german,"baking,oven","Soak the raisins in rum. Put the flour, along with a pinch of salt, on the work surface. Create a trough in the flour and pour in the oil and the water. Use your hands to knead into a pliable dough. Now, place the dough in a bowl, cover with a kitchen towel, and leave it to rest in a warm place for approx. 25 – 30 min. Preheat the oven to 180°C/ 350°F. Then, peel and core the apples, halve them lengthwise, and cut them into thin slices. Mix apple slices, almond slices, vanilla sugar, soaked raisins, and gingerbread spice together in a bowl. Place the dough on a kitchen towel dusted with flour and, using the rolling pin, roll it out as much as possible. Then, use your hands to carefully pull out the dough, until it is paper thin. Distribute the ground almonds evenly onto the strudel dough. Then, place the apple mixture onto the bottom part of the strudel. Using the kitchen towel, carefully fold the dough around the apple mixture. After every fold, brush with melted butter. Repeat this process until the whole strudel is unrolled. Cut the excess dough away from the edges. Make sure the joint is facing down and then use the kitchen towel to place into a suitably sized baking tin . Baste the top with melted butter, place immediately into a preheated oven at 180°C/ 350°F, and bake for approx. 20 – 25 min. until golden. Dust with confectioner's sugar and serve with vanilla sauce.","['all-purpose flour', 'almonds (ground)', 'almond slices', 'apples (e.g. Granny Smith)', 'gingerbread spice', 'lukewarm water', 'melted butter', 'raisins', 'rum', 'salt', 'vanilla sugar', 'vegetable oil']",12,255
2018-01-25,C73,Saxonian egg salad,easy,salad,vegetarian,german,,"Cook eggs for 9 min. until hard-boiled. Set side to cool down. Wash and chop chives. Peel eggs and dice finely. Add mayonnaise, mustard, crème fraîche, salt, and pepper, and carefully fold until fully combined. Rest for approx. 10 min. Then season to taste with curry powder. Fold in chopped chives. Serving suggestion: Serve on soft white bread or enjoy with meatballs!","['chives', 'crème fraîche', 'curry powder', 'eggs', 'mayonnaise', 'mustard', 'pepper', 'salt']",8,62
2017-09-27,R933,Romanesco pancakes with herb dip,easy,main,vegetarian,german,frying,"Clean Romanesco, remove stem and outer leaves, and pluck florets. Mince shallot and herbs. Mix herbs with sour cream. Season with salt and pepper and set aside. Blanch Romanesco in a pot of boiling salted water for approx. 5 min., then strain. Finely chop scallions. Mash Romanesco in a bowl. Add eggs, chopped scallions, whole wheat flour, salt, and pepper, and mix until a sticky batter forms. Heat oil in a frying pan set over medium-high heat, add a spoonful dough, and press gently to flatten slightly into pancakes. Fry the pancakes on both sides until golden brown, then transfer to a paper towel-lined plate to drain slightly. Serve with herb dip and a squeeze of lemon juice to taste. Enjoy!","['chives', 'dill', 'eggs', 'lemon juice for serving', 'oil for frying', 'parsley', 'pepper', 'Romanesco', 'salt', 'scallions', 'shallot', 'sour cream', 'whole wheat flour']",13,121
2014-12-18,R196,Classic Waldorf salad,easy,salad,vegetarian,german,,"Slice off peel of root celery. Grate root celery and apples using the large holes of a box grater. Transfer to a large bowl. Add lemon juice, crème fraiche, and walnuts into the bowl. Season to taste with sugar, salt, and pepper. Mix well to combine and set aside. Roughly chop parsley. Halve grapes and cut celery stalks into fine slices. Add chopped parsley, grapes and celery to the salad. Stir to combine. Enjoy with fresh parsley leaves and ground pepper.","['apples', 'celery stalks', 'crème fraiche', 'grapes', 'lemon juice', 'parsley', 'pepper', 'root celery', 'salt', 'sugar', 'walnuts']",11,81
2019-01-26,R1514,Leberknödelsuppe (German liver dumpling soup),easy,main,non-vegetarian,german,,"Cube bread rolls and add to a bowl. Add lukewarm milk and knead by hand. Let soak until the rolls are soft. Peel and finely dice onion and mince parsley. Cut liver into smaller pieces and transfer to a food processor. Add diced bacon and mix until smooth. Add liver-bacon mixture, diced onion, minced parsley, dried marjoram, breadcrumbs, eggs, and soaked bread rolls to a bowl and mix until smooth. Season with salt and pepper. In a large pot, bring beef stock to a boil. Form quenelles from dumpling mixture and add to beef stock. Reduce heat, as the dumpling should not be boiled. Let simmer for approx. 25 min. Serve liver dumplings in the beef stock and garnish with fresh parsley. Enjoy!","['bacon (diced)', 'beef liver', 'beef stock', 'breadcrumbs', 'bread rolls', 'dried marjoram', 'eggs', 'onion', 'parsley', 'parsley (for serving)', 'pepper', 'salt', 'whole milk (lukewarm)']",13,123
2014-12-15,R191,German Christmas stollen,medium,dessert,vegetarian,german,"baking,oven","In a small bowl, dissolve yeast and some sugar in lukewarm water. Let sit until foamy for approx. 5 – 10 min. In a standing mixer or with a hand mixer, beat together yeast sponge and parts of the flour. Slowly add in milk and continue to beat until smooth. Place dough in a large, clean bowl, cover with plastic wrap and leave to rise in a warm place for approx. 1 h. Combine remaining flour, sugar, cinnamon, vanilla bean seeds, butter, marzipan, rum, lemon zests, a pinch of salt and yeast dough. Knead until smooth. Preheat oven to 180°C/355°F. Set aside approx. one quarter of the dough. Combine remaining dough with almond slivers, candied orange and lemon peel, and raisins. Continue to knead until well combined. Roll fruit dough into a log. On a lightly floured surface roll out remaining dough to a large oval. Place fruit dough onto the lower third of the oval and roll up. Tuck in overlapping sides. Transfer to a lined baking tray seam side down. Bake in a preheated oven at 180°C/355°F for approx. 40 min. until golden. Leave to cool for approx. 10 min. Before serving, brush with melted butter and sprinkle with confectioners’ sugar.","['all-purpose flour', 'almond slivers', 'butter (melted)', 'butter (soft)', 'cinnamon (ground)', ""confectioners' sugar"", 'diced candied lemon', 'diced candied orange', 'dry yeast', 'flour for work surface', 'lemon (zests)', 'marzipan (cubed)', 'milk', 'raisins', 'rum', 'salt', 'sugar', 'vanilla bean (seeds)', 'water (lukewarm)']",19,203
2014-12-15,R190,Cakey gingerbread hearts,medium,dessert,vegetarian,german,"baking,oven","Preheat oven to 180°C/350°F. Add milk and honey to a saucepan and bring to a simmer on low heat. Then, transfer to a container with a spout. In a large bowl, mix flour, ground almonds, baking powder, cocoa powder, cinnamon, ginger, clove, nutmeg, and a pinch of salt. In a standing mixer or with a hand mixer, beat soft butter and brown sugar until pale and foamy. Now beat in eggs adding one at a time until fully incorporated. Alternating, add dry ingredients and warm milk mixture to the butter mixture. Continue to beat until fully combined. Transfer batter to a greased baking pan. Spread evenly and gently knock pan on work surface to release air bubbles. Bake in a preheated oven at 180°C/350°F for approx. 25 min. until a toothpick inserted comes out clean. Set aside to cool. In the meantime, roughly chop chocolate and transfer to a large bowl. In a saucepan, heat heavy cream on low heat and bring to a simmer. Pour hot heavy cream over chocolate. Whisk together until chocolate is melted and smooth. Allow to cool for approx. 5 – 10 min. Use a heart-shaped cookie cutter to cut out cookies. Transfer to a cake rack. Place a plate underneath a cake rack to catch any excess ganache. Using a brush, spread ganache over the top of the cookies. Allow to set. Enjoy with your loved ones.","['all-purpose flour', 'almonds (ground)', 'baking powder', 'brown sugar', 'butter for greasing', 'butter (soft)', 'chocolate', 'cinnamon (ground)', 'clove (ground)', 'cocoa powder', 'eggs', 'ginger (ground)', 'heavy cream', 'honey', 'milk', 'nutmeg (ground)', 'salt']",17,233
2019-05-19,R1755,Nectarine crème fraîche cake,easy,dessert,vegetarian,german,baking,"To make the crust, mix flour, confectioner’s sugar, baking powder, egg yolks, butter, and vanilla extract in a large bowl. Use your hands to knead until fully combined. Cover the dough with plastic wrap, transfer to the fridge, and let chill 60 min. Pit the nectarines, slice into wedges, and set aside. Add sour cream, milk, sugar, starch, and vanilla extract to a bowl and combine with a hand mixer. Preheat the oven to 170°C/340°F. Grease a baking pan. Roll out two thirds of the dough and lay it in the bottom of the greased pan. To help create a high crust, form the remaining dough into a cylinder, roll it out, and use your fingers to press it up and around the sides of the pan and attach it to the base. Using a fork, poke small holes in the bottom of the dough. Place nectarine wedges in the bottom and sour cream mixture on top. Bake for approx. 70 min., and let cool completely before slicing. Enjoy!","['baking powder', 'confectioner’s sugar', 'egg yolks', 'flour', 'light crème fraîche', 'nectarines', 'starch', 'sugar', 'unsalted butter', 'vanilla extract', 'whole milk']",11,169
2014-12-11,R189,Potato dumplings,medium,main,vegetarian,german,sauteing,"Peel potatoes and halve large ones. Transfer potatoes to a large saucepan. Cover with water, add some salt, and bring to a boil. Then reduce to a simmer and cook for approx. 20 – 30 min. until tender. Drain and set aside to cool for approx. 15 min. When cool enough to handle, pass potatoes through the fine holes of a ricer into a large bowl. Add potato flour, parts of the butter, and egg. Season with salt, pepper, and nutmeg. Then, knead by hand to form a dough. Take a handful of the dough (approx. 3 tablespoons each) and form into small balls by rolling each dough ball between your palms. Set aside. Bring a large pot of lightly salted water to a boil. Carefully drop dumplings into water and reduce heat. Allow to steep for approx. 20 – 30 min. until dumplings are floating. Then, carefully remove from water with a skimmer. In a large frying pan, slowly heat remaining butter until light brown. Place dumplings into pan and gently toss in butter. Serve with a main course of your choice.","['butter', 'egg', 'nutmeg (ground)', 'pepper', 'potatoes (starchy)', 'potato flour', 'salt']",7,183
2016-12-22,R554,Veal tenderloin with mushroom sauce,hard,main,,german,oven,"Remove sinews from veal tenderloin, then vacuum seal. Cook in steam oven set to sous vide function at 57°C/135°F for approx. 1.5 hrs. In the meantime, clean and cut mushrooms into thin slices for the mushroom sauce. Cut onion into small cubes. Finely dice garlic. In a sauté pan, heat up some vegetable oil over medium-high heat. Sauté onion for approx. 2 min., until translucent. Add mushrooms and fry for approx. 3 – 5 min. Deglaze with white wine and veal stock. Add halve of the chopped garlic and stir. Simmer at medium heat for approx. 10 – 15 min. until reduced by half. Add cream and bring to a quick boil. Season with picked thyme leaves, salt, and pepper. Bind sauce by stirring in cold butter. Let simmer for a few minutes to thicken. Remove tenderloin from vacuum bag after cooking and pat dry with paper towel. Season with salt and pepper. In a frying pan, heat up some vegetable oil over medium heat. Fry veal tenderloin on all sides until browned. Add rosemary and remaining garlic and fry with the meat. Remove tenderloin from frying pan, cover and let rest for 3 – 4 min. Season with fleur de sel to taste and cut into slices. Serve with mushroom sauce and potato rösti. Enjoy!","['cold butter', 'Fleur de Sel for serving', 'garlic (divided)', 'heavy cream', 'mushrooms', 'onion', 'pepper', 'potato rösti for serving', 'rosemary', 'salt', 'thyme', 'veal stock', 'veal tenderloin', 'vegetable oil for frying', 'white wine']",15,216
